#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

#Roman Split
EVTDESC_IR_ROM_2000;With the end of imperial rule in our realm, our connection with the rest of the Latin world has been severed, causing localities to establish their own local rites and customs. The local population in [Root.Location.GetName] has diverged so far from the traditional Roman way of life that they can neither command the Latin tongue nor be considered Roman: They are now Italan.;Roman Split;Roman Split;;Roman Split;;;;;;;;;x
EVTOPTA_IR_ROM_2000;Interesting;Interesting;Interessant;;Interesting;;;;;;;;;x
EVTDESC_IR_ROM_2001;With the end of imperial rule in our realm, our connection with the rest of the Latin world has been severed, causing localities to establish their own local rites and customs. The local population in [Root.Location.GetName] has diverged so far from the traditional Roman way of life that they can neither command the Latin tongue nor be considered Roman: They are now Dalmatian.;Roman Split;Roman Split;;Roman Split;;;;;;;;;x
EVTOPTA_IR_ROM_2001;Interesting;Interesting;Interessant;;Interesting;;;;;;;;;x
EVTDESC_IR_ROM_2002;With the end of imperial rule in our realm, our connection with the rest of the Latin world has been severed, causing localities to establish their own local rites and customs. The local population in [Root.Location.GetName] has diverged so far from the traditional Roman way of life that they can neither command the Latin tongue nor be considered Roman: They are now Vlach.;Roman Split;Roman Split;;Roman Split;;;;;;;;;x
EVTOPTA_IR_ROM_2002;Interesting;Interesting;Interessant;;Interesting;;;;;;;;;x
EVTDESC_IR_ROM_2003;With the end of imperial rule in our realm, our connection with the rest of the Latin world has been severed, causing localities to establish their own local rites and customs. The local population in [Root.Location.GetName] has diverged so far from the traditional Roman way of life that they can neither command the Latin tongue nor be considered Roman: They are now Occitan.;Roman Split;Roman Split;;Roman Split;;;;;;;;;x
EVTOPTA_IR_ROM_2003;Interesting;Interesting;Interessant;;Interesting;;;;;;;;;x
EVTDESC_IR_ROM_2004;With the end of imperial rule in our realm, our connection with the rest of the Latin world has been severed, causing localities to establish their own local rites and customs. The local population in [Root.Location.GetName] has diverged so far from the traditional Roman way of life that they can neither command the Latin tongue nor be considered Roman: They are now French.;Roman Split;Roman Split;;Roman Split;;;;;;;;;x
EVTOPTA_IR_ROM_2004;Interesting;Interesting;Interessant;;Interesting;;;;;;;;;x
EVTDESC_IR_ROM_2005;With the end of imperial rule in our realm, our connection with the rest of the Latin world has been severed, causing localities to establish their own local rites and customs. The local population in [Root.Location.GetName] has diverged so far from the traditional Roman way of life that they can neither command the Latin tongue nor be considered Roman: They are now Catalan.;Roman Split;Roman Split;;Roman Split;;;;;;;;;x
EVTOPTA_IR_ROM_2005;Interesting;Interesting;Interessant;;Interesting;;;;;;;;;x
